OID_TRACT_20,GEOID_TRACT_20,NAMELSAD_TRACT_20,AREALAND_TRACT_20,AREAWATER_TRACT_20,MTFCC_TRACT_20,FUNCSTAT_TRACT_20,OID_TRACT_10,GEOID_TRACT_10,NAMELSAD_TRACT_10,AREALAND_TRACT_10,AREAWATER_TRACT_10,MTFCC_TRACT_10,FUNCSTAT_TRACT_10,AREALAND_PART,AREAWATER_PART
2.07901E+14,36067016901,Census Tract 169.01,67012616,1358725,G5020,S,2.07401E+14,36067016801,Census Tract 168.01,84471494,16929959,G5020,S,15841,0\
2.07901E+14,36067016901,Census Tract 169.01,67012616,1358725,G5020,S,2.07401E+14,36067016901,Census Tract 169.01,66996272,1358725,G5020,S,66996211,1358725\
2.07901E+14,36067016901,Census Tract 169.01,67012616,1358725,G5020,S,2.07401E+14,36067016902,Census Tract 169.02,120438327,713021,G5020,S,109,0\
2.07901E+14,36067016902,Census Tract 169.02,120438279,713021,G5020,S,2.07401E+14,36067016901,Census Tract 169.01,66996272,1358725,G5020,S,61,0\
2.07901E+14,36067016902,Census Tract 169.02,120438279,713021,G5020,S,2.07401E+14,36067016902,Census Tract 169.02,120438327,713021,G5020,S,120438218,713021\
2.07901E+14,36067940000,Census Tract 9400,23927477,119791,G5020,S,2.07401E+14,36067015800,Census Tract 158,101645636,1027096,G5020,S,1921,0\
2.07901E+14,36067940000,Census Tract 9400,23927477,119791,G5020,S,2.07401E+14,36067940000,Census Tract 9400,23930212,119791,G5020,S,23925556,119791\
2.07904E+14,36069050101,Census Tract 501.01,27082631,1854,G5020,S,2.07404E+14,36069050101,Census Tract 501.01,31601863,3171,G5020,S,27082612,1854\
2.07904E+14,36069050101,Census Tract 501.01,27082631,1854,G5020,S,2.07404E+14,36069050102,Census Tract 501.02,61424593,30243,G5020,S,19,0\
2.07902E+15,36069050103,Census Tract 501.03,7137362,0,G5020,S,2.07404E+14,36069050102,Census Tract 501.02,61424593,30243,G5020,S,7137362,0\
2.07902E+15,36069050104,Census Tract 501.04,23619107,1317,G5020,S,2.07404E+14,36069050101,Census Tract 501.01,31601863,3171,G5020,S,3195040,1317\
2.07902E+15,36069050104,Census Tract 501.04,23619107,1317,G5020,S,2.07404E+14,36069050102,Census Tract 501.02,61424593,30243,G5020,S,20424067,0\
2.07902E+15,36069050105,Census Tract 501.05,5079210,0,G5020,S,2.07404E+14,36069050101,Census Tract 501.01,31601863,3171,G5020,S,1324211,0\
2.07902E+15,36069050105,Census Tract 501.05,5079210,0,G5020,S,2.07404E+14,36069050102,Census Tract 501.02,61424593,30243,G5020,S,3754999,0\
2.07902E+15,36069050106,Census Tract 501.06,30108146,30243,G5020,S,2.07404E+14,36069050102,Census Tract 501.02,61424593,30243,G5020,S,30108146,30243\
2.07902E+15,36069050203,Census Tract 502.03,3822194,0,G5020,S,2.07401E+13,36069050201,Census Tract 502.01,87978219,0,G5020,S,1723935,0\
2.07902E+15,36069050203,Census Tract 502.03,3822194,0,G5020,S,2.07401E+13,36069050202,Census Tract 502.02,14145753,0,G5020,S,2098259,0\
2.07902E+15,36069050204,Census Tract 502.04,79661922,0,G5020,S,2.07401E+13,36069050201,Census Tract 502.01,87978219,0,G5020,S,79661922,0\
2.07902E+15,36069050205,Census Tract 502.05,9100637,0,G5020,S,2.07401E+13,36069050202,Census Tract 502.02,14145753,0,G5020,S,9100637,0\
2.07902E+15,36069050206,Census Tract 502.06,9539219,0,G5020,S,2.07401E+13,36069050201,Census Tract 502.01,87978219,0,G5020,S,6592362,0\
2.07902E+15,36069050206,Census Tract 502.06,9539219,0,G5020,S,2.07401E+13,36069050202,Census Tract 502.02,14145753,0,G5020,S,2946857,0\
2.07901E+13,36069050302,Census Tract 503.02,19541074,0,G5020,S,2.07401E+13,36069050301,Census Tract 503.01,72229250,83831,G5020,S,635198,0\
2.07901E+13,36069050302,Census Tract 503.02,19541074,0,G5020,S,2.07401E+13,36069050302,Census Tract 503.02,25719132,0,G5020,S,18905876,0\
2.07902E+15,36069050303,Census Tract 503.03,12907665,0,G5020,S,2.07401E+13,36069050301,Census Tract 503.01,72229250,83831,G5020,S,6094409,0\
2.07902E+15,36069050303,Census Tract 503.03,12907665,0,G5020,S,2.07401E+13,36069050302,Census Tract 503.02,25719132,0,G5020,S,6813256,0\
2.07902E+15,36069050304,Census Tract 503.04,65499643,83831,G5020,S,2.07401E+13,36069050301,Census Tract 503.01,72229250,83831,G5020,S,65499643,83831\
2.07902E+15,36069050401,Census Tract 504.01,76640647,580969,G5020,S,2.07401E+13,36069050400,Census Tract 504,168223524,759791,G5020,S,76640647,580969\
2.07902E+15,36069050402,Census Tract 504.02,91582877,178822,G5020,S,2.07401E+13,36069050400,Census Tract 504,168223524,759791,G5020,S,91582877,178822\
2.07902E+15,36069050501,Census Tract 505.01,85973367,360310,G5020,S,2.07401E+13,36069050500,Census Tract 505,151917501,461318,G5020,S,85973367,360310\
2.07902E+15,36069050502,Census Tract 505.02,65944134,101008,G5020,S,2.07401E+13,36069050500,Census Tract 505,151917501,461318,G5020,S,65944134,101008\
2.07904E+14,36069050601,Census Tract 506.01,82790431,14716040,G5020,S,2.07404E+14,36069050601,Census Tract 506.01,84387392,14716040,G5020,S,82786341,14716040\
2.07904E+14,36069050601,Census Tract 506.01,82790431,14716040,G5020,S,2.07401E+13,36069051000,Census Tract 510,2409733,196405,G5020,S,4090,0\
2.07902E+15,36069050603,Census Tract 506.03,35479589,43151,G5020,S,2.07404E+14,36069050602,Census Tract 506.02,62724683,137526,G5020,S,35444371,43151\
2.07902E+15,36069050603,Census Tract 506.03,35479589,43151,G5020,S,2.07401E+13,36069050800,Census Tract 508,3024645,0,G5020,S,35218,0\
2.07902E+15,36069050604,Census Tract 506.04,28881363,94375,G5020,S,2.07404E+14,36069050601,Census Tract 506.01,84387392,14716040,G5020,S,1601051,0\
2.07902E+15,36069050604,Census Tract 506.04,28881363,94375,G5020,S,2.07404E+14,36069050602,Census Tract 506.02,62724683,137526,G5020,S,27280312,94375\
2.07901E+13,36069050800,Census Tract 508,2989427,0,G5020,S,2.07401E+13,36069050800,Census Tract 508,3024645,0,G5020,S,2989427,0\
2.07901E+13,36069050900,Census Tract 509,2826318,3658,G5020,S,2.07401E+13,36069050900,Census Tract 509,2826318,3658,G5020,S,2826318,3658\
2.07902E+15,36069051001,Census Tract 510.01,1196273,0,G5020,S,2.07401E+13,36069051000,Census Tract 510,2409733,196405,G5020,S,1196273,0\
2.07902E+15,36069051101,Census Tract 511.01,1538449,0,G5020,S,2.07401E+13,36069051100,Census Tract 511,3589910,491348,G5020,S,1538449,0\
2.07902E+15,36069051102,Census Tract 511.02,3260831,687753,G5020,S,2.07401E+13,36069051000,Census Tract 510,2409733,196405,G5020,S,1209370,196405\
2.07902E+15,36069051102,Census Tract 511.02,3260831,687753,G5020,S,2.07401E+13,36069051100,Census Tract 511,3589910,491348,G5020,S,2051461,491348\
2.07901E+13,36069051200,Census Tract 512,92401583,51744,G5020,S,2.07401E+13,36069051200,Census Tract 512,92401583,51744,G5020,S,92401583,51744\
2.07902E+15,36069051301,Census Tract 513.01,54487734,3600211,G5020,S,2.07401E+13,36069051300,Census Tract 513,126517950,11174986,G5020,S,54487734,3600211\
2.07902E+15,36069051302,Census Tract 513.02,72024343,7574775,G5020,S,2.07401E+13,36069051300,Census Tract 513,126517950,11174986,G5020,S,72024343,7574775\
2.07901E+13,36069051400,Census Tract 514,130313555,0,G5020,S,2.07401E+13,36069051400,Census Tract 514,130348489,0,G5020,S,130313555,0\
2.07902E+15,36069051501,Census Tract 515.01,35557948,2069,G5020,S,2.07401E+13,36069051400,Census Tract 514,130348489,0,G5020,S,33666,0\
2.07902E+15,36069051501,Census Tract 515.01,35557948,2069,G5020,S,2.07401E+13,36069051500,Census Tract 515,49696221,20132,G5020,S,35524282,2069\
2.07902E+15,36069051502,Census Tract 515.02,14187838,18063,G5020,S,2.07401E+13,36069051400,Census Tract 514,130348489,0,G5020,S,1268,0\
2.07902E+15,36069051502,Census Tract 515.02,14187838,18063,G5020,S,2.07401E+13,36069051500,Census Tract 515,49696221,20132,G5020,S,14171939,18063\
2.07902E+15,36069051502,Census Tract 515.02,14187838,18063,G5020,S,2.07401E+13,36069051700,Census Tract 517,2754093,0,G5020,S,14631,0\
2.07901E+13,36069051600,Census Tract 516,1956212,0,G5020,S,2.07401E+13,36069051600,Census Tract 516,2798458,0,G5020,S,1956212,0\
2.07901E+13,36069051700,Census Tract 517,3686416,0,G5020,S,2.07401E+13,36069051700,Census Tract 517,2754093,0,G5020,S,2739462,0\
2.07901E+13,36069051700,Census Tract 517,3686416,0,G5020,S,2.07401E+13,36069051800,Census Tract 518,1456746,0,G5020,S,902576,0\
2.07901E+13,36069051700,Census Tract 517,3686416,0,G5020,S,2.07401E+13,36069051900,Census Tract 519,3918224,11463,G5020,S,3135,0\
2.07901E+13,36069051700,Census Tract 517,3686416,0,G5020,S,2.07401E+13,36099950700,Census Tract 9507,142021336,34214464,G5020,S,41243,0\
2.07902E+15,36069051801,Census Tract 518.01,1987568,0,G5020,S,2.07401E+13,36069051600,Census Tract 516,2798458,0,G5020,S,842246,0\
2.07902E+15,36069051801,Census Tract 518.01,1987568,0,G5020,S,2.07401E+13,36069051800,Census Tract 518,1456746,0,G5020,S,554170,0\
2.07902E+15,36069051801,Census Tract 518.01,1987568,0,G5020,S,2.07401E+13,36069051900,Census Tract 519,3918224,11463,G5020,S,591152,0\
2.07901E+13,36069051900,Census Tract 519,3323937,11463,G5020,S,2.07401E+13,36069051900,Census Tract 519,3918224,11463,G5020,S,3323937,11463\
2.07902E+15,36069052001,Census Tract 520.01,77314178,6695370,G5020,S,2.07401E+13,36069052000,Census Tract 520,187213439,11772406,G5020,S,77314178,6695370\
2.07902E+15,36069052002,Census Tract 520.02,71763898,0,G5020,S,2.07401E+13,36069052000,Census Tract 520,187213439,11772406,G5020,S,71763898,0\
2.07902E+15,36069052003,Census Tract 520.03,38135363,5077036,G5020,S,2.07401E+13,36069052000,Census Tract 520,187213439,11772406,G5020,S,38135363,5077036\
2.07902E+15,36069052101,Census Tract 521.01,100938996,7902051,G5020,S,2.07401E+13,36069052100,Census Tract 521,195976089,7940178,G5020,S,100938996,7902051\
2.07902E+15,36069052102,Census Tract 521.02,95037093,38127,G5020,S,2.07401E+13,36069052100,Census Tract 521,195976089,7940178,G5020,S,95037093,38127\
2.07901E+13,36069052200,Census Tract 522,102827942,174,G5020,S,2.07401E+13,36069052200,Census Tract 522,102782998,174,G5020,S,102782998,174\
2.07901E+13,36069052200,Census Tract 522,102827942,174,G5020,S,2.07401E+13,36123150300,Census Tract 1503,334495344,10745018,G5020,S,44944,0\
2.07907E+13,36071000100,Census Tract 1,1452654,262001,G5020,S,2.07407E+13,36071000100,Census Tract 1,1592707,262001,G5020,S,1452654,262001\
2.07907E+13,36071000200,Census Tract 2,1778840,0,G5020,S,2.07407E+13,36071000100,Census Tract 1,1592707,262001,G5020,S,8410,0\
2.07907E+13,36071000200,Census Tract 2,1778840,0,G5020,S,2.07407E+13,36071000200,Census Tract 2,1799192,0,G5020,S,1770430,0\
2.07902E+15,36071000301,Census Tract 3.01,391417,0,G5020,S,2.07407E+13,36071000300,Census Tract 3,1528739,8865,G5020,S,391417,0\
2.07902E+15,36071000302,Census Tract 3.02,1137322,8865,G5020,S,2.07407E+13,36071000300,Census Tract 3,1528739,8865,G5020,S,1137322,8865\
2.07907E+13,36071000400,Census Tract 4,1107385,1190658,G5020,S,2.07407E+13,36071000400,Census Tract 4,1107385,1190658,G5020,S,1107385,1190658\
2.07904E+14,36071000501,Census Tract 5.01,522166,0,G5020,S,2.07404E+14,36071000501,Census Tract 5.01,522166,0,G5020,S,522166,0\
2.07904E+14,36071000502,Census Tract 5.02,967431,969216,G5020,S,2.07404E+14,36071000502,Census Tract 5.02,967431,969216,G5020,S,967431,969216\
2.07907E+13,36071000600,Census Tract 6,2500532,102999,G5020,S,2.07407E+13,36071000600,Census Tract 6,2500532,102999,G5020,S,2500532,102999\
2.07907E+13,36071001100,Census Tract 11,1252543,0,G5020,S,2.07407E+13,36071001100,Census Tract 11,1252543,0,G5020,S,1252543,0\
2.07907E+13,36071001200,Census Tract 12,1123866,0,G5020,S,2.07407E+13,36071001200,Census Tract 12,1161072,0,G5020,S,1123866,0\
2.07907E+13,36071001300,Census Tract 13,2280223,37735,G5020,S,2.07407E+13,36071001300,Census Tract 13,2280223,37735,G5020,S,2280223,37735\
2.07907E+13,36071001500,Census Tract 15,2935837,17085,G5020,S,2.07407E+13,36071001500,Census Tract 15,2935837,17085,G5020,S,2935837,17085\
2.07902E+15,36071001601,Census Tract 16.01,1738882,5268,G5020,S,2.07407E+13,36071001600,Census Tract 16,4310612,39628,G5020,S,1735427,5268\
2.07902E+15,36071001601,Census Tract 16.01,1738882,5268,G5020,S,2.07407E+13,36071011400,Census Tract 114,51790982,1047619,G5020,S,3455,0\
2.07902E+15,36071001602,Census Tract 16.02,2374275,31800,G5020,S,2.07407E+13,36071001600,Census Tract 16,4310612,39628,G5020,S,2343667,31800\
2.07902E+15,36071001602,Census Tract 16.02,2374275,31800,G5020,S,2.07404E+14,36071015100,Census Tract 151,2823180,0,G5020,S,30608,0\
2.07907E+13,36071002100,Census Tract 21,3504078,41313,G5020,S,2.07407E+13,36071002100,Census Tract 21,3516611,45239,G5020,S,3504078,41313\
2.07907E+13,36071002200,Census Tract 22,1266294,34426,G5020,S,2.07407E+13,36071002100,Census Tract 21,3516611,45239,G5020,S,12533,3926\
2.07907E+13,36071002200,Census Tract 22,1266294,34426,G5020,S,2.07407E+13,36071002200,Census Tract 22,1236489,30500,G5020,S,1236100,30500\
2.07907E+13,36071002200,Census Tract 22,1266294,34426,G5020,S,2.07407E+13,36071002300,Census Tract 23,1799110,368802,G5020,S,17661,0\
2.07907E+13,36071002300,Census Tract 23,1781838,368802,G5020,S,2.07407E+13,36071002200,Census Tract 22,1236489,30500,G5020,S,389,0\
2.07907E+13,36071002300,Census Tract 23,1781838,368802,G5020,S,2.07407E+13,36071002300,Census Tract 23,1799110,368802,G5020,S,1781449,368802\
2.07904E+14,36071010101,Census Tract 101.01,29674882,1683977,G5020,S,2.07404E+14,36071010101,Census Tract 101.01,29610901,1115138,G5020,S,29610901,1115138\
2.07904E+14,36071010101,Census Tract 101.01,29674882,1683977,G5020,S,2.07407E+13,36071010500,Census Tract 105,17022155,1699338,G5020,S,63981,568839\
2.07904E+14,36071010102,Census Tract 101.02,29295370,2465896,G5020,S,2.07404E+14,36071010102,Census Tract 101.02,29295370,2465896,G5020,S,29295370,2465896\
2.07907E+13,36071010200,Census Tract 102,11786535,3857160,G5020,S,2.07407E+13,36071010200,Census Tract 102,11786086,3857160,G5020,S,11786086,3857160\
2.07907E+13,36071010200,Census Tract 102,11786535,3857160,G5020,S,2.07407E+13,36071010300,Census Tract 103,9983108,7521,G5020,S,449,0\
2.07907E+13,36071010300,Census Tract 103,10143064,7521,G5020,S,2.07407E+13,36071000100,Census Tract 1,1592707,262001,G5020,S,131643,0\
2.07907E+13,36071010300,Census Tract 103,10143064,7521,G5020,S,2.07407E+13,36071000200,Census Tract 2,1799192,0,G5020,S,28762,0\
2.07907E+13,36071010300,Census Tract 103,10143064,7521,G5020,S,2.07407E+13,36071010300,Census Tract 103,9983108,7521,G5020,S,9982659,7521\
2.07907E+13,36071010400,Census Tract 104,9450099,109436,G5020,S,2.07407E+13,36071010400,Census Tract 104,9450099,109436,G5020,S,9450099,109436\
2.07902E+15,36071010501,Census Tract 105.01,9971534,26788,G5020,S,2.07407E+13,36071010500,Census Tract 105,17022155,1699338,G5020,S,9971534,26788\
2.07902E+15,36071010502,Census Tract 105.02,6986640,1103711,G5020,S,2.07407E+13,36071010500,Census Tract 105,17022155,1699338,G5020,S,6986640,1103711\
2.07902E+15,36071010601,Census Tract 106.01,50180418,731536,G5020,S,2.07407E+13,36071010600,Census Tract 106,84118691,1582797,G5020,S,50180418,731536\
2.07902E+15,36071010602,Census Tract 106.02,33938273,851261,G5020,S,2.07407E+13,36071010600,Census Tract 106,84118691,1582797,G5020,S,33938273,851261\
2.07902E+15,36071010701,Census Tract 107.01,1339003,89407,G5020,S,2.07407E+13,36071010700,Census Tract 107,5097343,212003,G5020,S,1339003,89407\
2.07902E+15,36071010702,Census Tract 107.02,3758340,122596,G5020,S,2.07407E+13,36071010700,Census Tract 107,5097343,212003,G5020,S,3758340,122596\
2.07904E+14,36071010801,Census Tract 108.01,18974582,67656,G5020,S,2.07404E+14,36071010801,Census Tract 108.01,19432551,67656,G5020,S,18974582,67656\
2.07904E+14,36071010802,Census Tract 108.02,13533325,343607,G5020,S,2.07404E+14,36071010802,Census Tract 108.02,13533325,343607,G5020,S,13533325,343607\
2.07904E+14,36071010901,Census Tract 109.01,32098663,51093,G5020,S,2.07404E+14,36071010901,Census Tract 109.01,32098663,51093,G5020,S,32098663,51093\
2.07904E+14,36071010902,Census Tract 109.02,71580692,167145,G5020,S,2.07404E+14,36071010902,Census Tract 109.02,71580692,167145,G5020,S,71580692,167145\
2.07907E+13,36071011000,Census Tract 110,80904338,586282,G5020,S,2.07407E+13,36071011000,Census Tract 110,81074570,586282,G5020,S,80904338,586282\
2.07904E+14,36071011101,Census Tract 111.01,5394718,20317,G5020,S,2.07404E+14,36071011101,Census Tract 111.01,5394718,20317,G5020,S,5394718,20317\
2.07904E+14,36071011102,Census Tract 111.02,3520918,11425,G5020,S,2.07404E+14,36071011102,Census Tract 111.02,3520918,11425,G5020,S,3520918,11425\
2.07907E+13,36071011200,Census Tract 112,9648286,57335,G5020,S,2.07407E+13,36071011200,Census Tract 112,9648286,57335,G5020,S,9648286,57335\
2.07902E+15,36071011301,Census Tract 113.01,5129721,14548,G5020,S,2.07407E+13,36071001200,Census Tract 12,1161072,0,G5020,S,37206,0\
2.07902E+15,36071011301,Census Tract 113.01,5129721,14548,G5020,S,2.07407E+13,36071011300,Census Tract 113,7856321,154781,G5020,S,5092515,14548\
2.07902E+15,36071011302,Census Tract 113.02,2763806,140233,G5020,S,2.07407E+13,36071011300,Census Tract 113,7856321,154781,G5020,S,2763806,140233\
2.07907E+13,36071011400,Census Tract 114,52625922,1050179,G5020,S,2.07407E+13,36071001600,Census Tract 16,4310612,39628,G5020,S,231518,2560\
2.07907E+13,36071011400,Census Tract 114,52625922,1050179,G5020,S,2.07407E+13,36071011000,Census Tract 110,81074570,586282,G5020,S,170232,0\
2.07907E+13,36071011400,Census Tract 114,52625922,1050179,G5020,S,2.07407E+13,36071011400,Census Tract 114,51790982,1047619,G5020,S,51784804,1047619\
2.07907E+13,36071011400,Census Tract 114,52625922,1050179,G5020,S,2.07404E+14,36071015100,Census Tract 151,2823180,0,G5020,S,439368,0\
2.07907E+13,36071011500,Census Tract 115,65096340,937239,G5020,S,2.07407E+13,36071011500,Census Tract 115,65096340,937239,G5020,S,65096340,937239\
2.07904E+14,36071011601,Census Tract 116.01,66657456,1326035,G5020,S,2.07404E+14,36071011601,Census Tract 116.01,66659665,1326035,G5020,S,66657456,1326035\
2.07904E+14,36071011602,Census Tract 116.02,105570709,2375481,G5020,S,2.07404E+14,36071011601,Census Tract 116.01,66659665,1326035,G5020,S,2209,0\
2.07904E+14,36071011602,Census Tract 116.02,105570709,2375481,G5020,S,2.07404E+14,36071011602,Census Tract 116.02,105568500,2375481,G5020,S,105568500,2375481\
2.07904E+14,36071011701,Census Tract 117.01,77791380,1254792,G5020,S,2.07404E+14,36071011701,Census Tract 117.01,77793768,1254792,G5020,S,77791380,1254792\
2.07904E+14,36071011702,Census Tract 117.02,59572166,373606,G5020,S,2.07404E+14,36071011702,Census Tract 117.02,59572166,373514,G5020,S,59572166,373514\
2.07904E+14,36071011702,Census Tract 117.02,59572166,373606,G5020,S,2.07404E+14,36071014501,Census Tract 145.01,75359522,140300,G5020,S,0,92\
2.07904E+14,36071011801,Census Tract 118.01,48767840,378522,G5020,S,2.07404E+14,36071011701,Census Tract 117.01,77793768,1254792,G5020,S,2388,0\
2.07904E+14,36071011801,Census Tract 118.01,48767840,378522,G5020,S,2.07404E+14,36071011801,Census Tract 118.01,48765452,378522,G5020,S,48765452,378522\
2.07904E+14,36071011802,Census Tract 118.02,41097277,429136,G5020,S,2.07404E+14,36071011802,Census Tract 118.02,41097277,436093,G5020,S,41097277,429136\
2.07907E+13,36071011900,Census Tract 119,88847039,653570,G5020,S,2.07404E+14,36071011802,Census Tract 118.02,41097277,436093,G5020,S,0,6957\
2.07907E+13,36071011900,Census Tract 119,88847039,653570,G5020,S,2.07407E+13,36071011900,Census Tract 119,89101142,646613,G5020,S,88845877,646613\
2.07907E+13,36071011900,Census Tract 119,88847039,653570,G5020,S,2.07407E+13,36071012100,Census Tract 121,10590447,97509,G5020,S,1162,0\
2.07907E+13,36071012100,Census Tract 121,10589285,97509,G5020,S,2.07407E+13,36071012100,Census Tract 121,10590447,97509,G5020,S,10589285,97509\
2.07907E+13,36071012200,Census Tract 122,13595315,7100,G5020,S,2.07407E+13,36071011900,Census Tract 119,89101142,646613,G5020,S,255265,0\
2.07907E+13,36071012200,Census Tract 122,13595315,7100,G5020,S,2.07407E+13,36071012200,Census Tract 122,13340050,7100,G5020,S,13340050,7100\
2.07907E+13,36071012300,Census Tract 123,68311317,538145,G5020,S,2.07407E+13,36071012300,Census Tract 123,68417328,538145,G5020,S,68311317,538145\
2.07904E+14,36071012601,Census Tract 126.01,8704911,728759,G5020,S,2.07404E+14,36071012601,Census Tract 126.01,8704911,728759,G5020,S,8704911,728759\
2.07904E+14,36071012602,Census Tract 126.02,2670846,0,G5020,S,2.07404E+14,36071012602,Census Tract 126.02,2670846,0,G5020,S,2670846,0\
2.07907E+13,36071012700,Census Tract 127,4445143,33180,G5020,S,2.07407E+13,36071012700,Census Tract 127,4445143,33180,G5020,S,4445143,33180\
2.07907E+13,36071012800,Census Tract 128,5950276,3990356,G5020,S,2.07407E+13,36071012800,Census Tract 128,5950276,3990356,G5020,S,5950276,3990356\
2.07907E+13,36071012900,Census Tract 129,3799286,1552470,G5020,S,2.07407E+13,36071012900,Census Tract 129,3798400,1552470,G5020,S,3798400,1552470\
2.07907E+13,36071012900,Census Tract 129,3799286,1552470,G5020,S,2.07407E+13,36071013100,Census Tract 131,66137815,3259792,G5020,S,886,0\
2.07907E+13,36071013000,Census Tract 130,6812644,0,G5020,S,2.07407E+13,36071013000,Census Tract 130,6812644,0,G5020,S,6812644,0\
2.07907E+13,36071013100,Census Tract 131,67934560,3259792,G5020,S,2.07407E+13,36071013100,Census Tract 131,66137815,3259792,G5020,S,66136929,3259792\
2.07907E+13,36071013100,Census Tract 131,67934560,3259792,G5020,S,2.07407E+13,36071013600,Census Tract 136,61169921,4262529,G5020,S,1797631,0\
2.07904E+14,36071013201,Census Tract 132.01,7186929,276104,G5020,S,2.07404E+14,36071013201,Census Tract 132.01,7186058,276104,G5020,S,7186058,276104\
2.07904E+14,36071013201,Census Tract 132.01,7186929,276104,G5020,S,2.07404E+14,36071013202,Census Tract 132.02,7793332,19411,G5020,S,871,0\
2.07904E+14,36071013202,Census Tract 132.02,7792461,19411,G5020,S,2.07404E+14,36071013202,Census Tract 132.02,7793332,19411,G5020,S,7792461,19411\
2.07902E+15,36071013301,Census Tract 133.01,30658182,835555,G5020,S,2.07407E+13,36071013300,Census Tract 133,61857301,1230715,G5020,S,30658182,835555\
2.07902E+15,36071013302,Census Tract 133.02,31199119,395160,G5020,S,2.07407E+13,36071013300,Census Tract 133,61857301,1230715,G5020,S,31199119,395160\
2.07907E+13,36071013400,Census Tract 134,13120958,70285,G5020,S,2.07407E+13,36071013400,Census Tract 134,13120958,70285,G5020,S,13120958,70285\
2.07907E+13,36071013500,Census Tract 135,20865319,473491,G5020,S,2.07407E+13,36071013500,Census Tract 135,20896636,473491,G5020,S,20865319,473491\
2.07907E+13,36071013600,Census Tract 136,48878091,4043234,G5020,S,2.07407E+13,36071013600,Census Tract 136,61169921,4262529,G5020,S,48860902,4043234\
2.07907E+13,36071013600,Census Tract 136,48878091,4043234,G5020,S,2.07407E+13,36071013700,Census Tract 137,839137,0,G5020,S,17189,0\
2.07907E+13,36071013700,Census Tract 137,837223,0,G5020,S,2.07407E+13,36071013600,Census Tract 136,61169921,4262529,G5020,S,15275,0\
2.07907E+13,36071013700,Census Tract 137,837223,0,G5020,S,2.07407E+13,36071013700,Census Tract 137,839137,0,G5020,S,821948,0\
2.07907E+13,36071013800,Census Tract 138,19526697,2900671,G5020,S,2.07407E+13,36071013600,Census Tract 136,61169921,4262529,G5020,S,7288,0\
2.07907E+13,36071013800,Census Tract 138,19526697,2900671,G5020,S,2.07407E+13,36071013800,Census Tract 138,19519409,2900671,G5020,S,19519409,2900671\
2.07907E+13,36071013900,Census Tract 139,71275860,2273994,G5020,S,2.07407E+13,36071013600,Census Tract 136,61169921,4262529,G5020,S,10488825,219295\
2.07907E+13,36071013900,Census Tract 139,71275860,2273994,G5020,S,2.07407E+13,36071013900,Census Tract 139,60792437,2054699,G5020,S,60787035,2054699\
2.07904E+14,36071014101,Census Tract 141.01,6074339,189671,G5020,S,2.07404E+14,36071014101,Census Tract 141.01,6057643,189671,G5020,S,6052294,189671\
2.07904E+14,36071014101,Census Tract 141.01,6074339,189671,G5020,S,2.07404E+14,36071014102,Census Tract 141.02,6134777,155123,G5020,S,22045,0\
2.07904E+14,36071014102,Census Tract 141.02,6118081,155123,G5020,S,2.07404E+14,36071014101,Census Tract 141.01,6057643,189671,G5020,S,5349,0\
2.07904E+14,36071014102,Census Tract 141.02,6118081,155123,G5020,S,2.07404E+14,36071014102,Census Tract 141.02,6134777,155123,G5020,S,6112732,155123\
2.07907E+13,36071014201,Census Tract 142.01,5979214,452687,G5020,S,2.07407E+13,36071014201,Census Tract 142.01,5979214,452687,G5020,S,5979214,452687\
2.07907E+13,36071014202,Census Tract 142.02,29100094,2464781,G5020,S,2.07407E+13,36071014202,Census Tract 142.02,29100094,2464781,G5020,S,29100094,2464781\
2.07907E+13,36071014301,Census Tract 143.01,14420607,65439,G5020,S,2.07407E+13,36071014301,Census Tract 143.01,14420607,65439,G5020,S,14420607,65439\
2.07907E+13,36071014302,Census Tract 143.02,50456941,325515,G5020,S,2.07407E+13,36071014302,Census Tract 143.02,50456941,325515,G5020,S,50456941,325515\
2.07907E+13,36071014400,Census Tract 144,27417616,1606932,G5020,S,2.07407E+13,36071014400,Census Tract 144,27417616,1606932,G5020,S,27417616,1606932\
2.07904E+14,36071014501,Census Tract 145.01,75353403,139495,G5020,S,2.07404E+14,36071014501,Census Tract 145.01,75359522,140300,G5020,S,75353403,139495\
2.07904E+14,36071014502,Census Tract 145.02,63820891,399641,G5020,S,2.07404E+14,36071014501,Census Tract 145.01,75359522,140300,G5020,S,633,0\
2.07904E+14,36071014502,Census Tract 145.02,63820891,399641,G5020,S,2.07404E+14,36071014502,Census Tract 145.02,63873564,400168,G5020,S,63820258,399641\
2.07902E+15,36071014601,Census Tract 146.01,7534321,2962,G5020,S,2.07407E+13,36071014600,Census Tract 146,11530207,13640,G5020,S,7532035,2962\
2.07902E+15,36071014601,Census Tract 146.01,7534321,2962,G5020,S,2.07407E+13,36071014700,Census Tract 147,30855754,765122,G5020,S,2286,0\
2.07902E+15,36071014602,Census Tract 146.02,3998172,10678,G5020,S,2.07407E+13,36071014600,Census Tract 146,11530207,13640,G5020,S,3998172,10678\
2.07907E+13,36071014700,Census Tract 147,30853755,765122,G5020,S,2.07407E+13,36071014700,Census Tract 147,30855754,765122,G5020,S,30853468,765122\
2.07907E+13,36071014700,Census Tract 147,30853755,765122,G5020,S,2.07407E+13,36071014800,Census Tract 148,53372935,6339302,G5020,S,287,0\
