"GEO_ID","NAME","C17002_001E","C17002_001M","C17002_002E","C17002_002M","C17002_003E","C17002_003M","C17002_004E","C17002_004M","C17002_005E","C17002_005M","C17002_006E","C17002_006M","C17002_007E","C17002_007M","C17002_008E","C17002_008M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Under .50","Margin of Error!!Total:!!Under .50","Estimate!!Total:!!.50 to .99","Margin of Error!!Total:!!.50 to .99","Estimate!!Total:!!1.00 to 1.24","Margin of Error!!Total:!!1.00 to 1.24","Estimate!!Total:!!1.25 to 1.49","Margin of Error!!Total:!!1.25 to 1.49","Estimate!!Total:!!1.50 to 1.84","Margin of Error!!Total:!!1.50 to 1.84","Estimate!!Total:!!1.85 to 1.99","Margin of Error!!Total:!!1.85 to 1.99","Estimate!!Total:!!2.00 and over","Margin of Error!!Total:!!2.00 and over",
"1500000US360050056001","Block Group 1; Census Tract 56; Bronx County; New York","828","226","144","102","108","65","44","45","11","16","7","11","23","30","491","207",
"1500000US360050056002","Block Group 2; Census Tract 56; Bronx County; New York","972","463","126","160","393","363","93","120","0","13","0","13","0","13","360","250",
"1500000US360050056003","Block Group 3; Census Tract 56; Bronx County; New York","731","323","66","83","113","83","276","270","0","13","73","82","37","50","166","90",
"1500000US360050059021","Block Group 1; Census Tract 59.02; Bronx County; New York","1442","535","412","332","233","284","32","49","0","13","70","140","0","13","695","394",
"1500000US360050059022","Block Group 2; Census Tract 59.02; Bronx County; New York","1602","325","386","136","91","60","40","57","136","158","0","13","127","162","822","276",
"1500000US360050060001","Block Group 1; Census Tract 60; Bronx County; New York","1190","345","109","70","193","153","4","7","59","86","179","257","0","13","646","222",
"1500000US360050060002","Block Group 2; Census Tract 60; Bronx County; New York","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1500000US360050061001","Block Group 1; Census Tract 61; Bronx County; New York","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1500000US360050061002","Block Group 2; Census Tract 61; Bronx County; New York","2797","655","212","164","53","44","48","39","82","103","71","61","62","144","2269","623",
"1500000US360050061003","Block Group 3; Census Tract 61; Bronx County; New York","1026","430","97","129","0","13","0","13","0","13","120","106","143","220","666","376",
"1500000US360050061004","Block Group 4; Census Tract 61; Bronx County; New York","2","3","0","13","0","13","2","3","0","13","0","13","0","13","0","13",
"1500000US360050062001","Block Group 1; Census Tract 62; Bronx County; New York","577","392","50","46","60","76","97","86","18","31","1","3","0","13","351","364",
"1500000US360050062002","Block Group 2; Census Tract 62; Bronx County; New York","2305","1065","1061","829","207","153","163","191","246","314","15","26","0","13","613","546",
"1500000US360050062003","Block Group 3; Census Tract 62; Bronx County; New York","1257","348","77","93","290","284","353","349","67","92","35","58","0","13","435","267",
"1500000US360050062004","Block Group 4; Census Tract 62; Bronx County; New York","1457","970","557","518","56","90","0","13","113","180","0","13","0","13","731","826",
"1500000US360050062005","Block Group 5; Census Tract 62; Bronx County; New York","610","414","0","13","0","13","43","74","24","39","333","407","77","130","133","118",
"1500000US360050063011","Block Group 1; Census Tract 63.01; Bronx County; New York","943","601","113","160","240","318","0","13","0","13","11","26","0","13","579","391",
"1500000US360050063012","Block Group 2; Census Tract 63.01; Bronx County; New York","1076","554","49","82","227","172","0","13","16","37","25","41","0","13","759","524",
"1500000US360050063013","Block Group 3; Census Tract 63.01; Bronx County; New York","802","589","146","213","233","230","0","13","215","346","0","13","0","13","208","227",
"1500000US360050063014","Block Group 4; Census Tract 63.01; Bronx County; New York","2985","942","99","119","500","456","562","665","203","249","354","316","158","267","1109","469",
"1500000US360050063015","Block Group 5; Census Tract 63.01; Bronx County; New York","245","241","79","133","27","46","103","196","0","13","0","13","0","13","36","75",
"1500000US360050063016","Block Group 6; Census Tract 63.01; Bronx County; New York","193","77","78","48","77","83","0","13","17","40","10","16","0","13","11","42",
"1500000US360050063021","Block Group 1; Census Tract 63.02; Bronx County; New York","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1500000US360050064001","Block Group 1; Census Tract 64; Bronx County; New York","1815","548","309","180","432","408","177","230","72","81","104","120","0","13","721","345",
"1500000US360050064002","Block Group 2; Census Tract 64; Bronx County; New York","705","314","37","51","19","28","0","13","12","19","184","194","32","50","421","251",
"1500000US360050064003","Block Group 3; Census Tract 64; Bronx County; New York","718","387","209","198","0","13","25","42","179","174","38","72","0","13","267","325",
"1500000US360050064004","Block Group 4; Census Tract 64; Bronx County; New York","608","278","161","141","125","133","0","13","69","69","231","249","22","35","0","13",
"1500000US360050065001","Block Group 1; Census Tract 65; Bronx County; New York","466","221","41","56","20","38","17","28","0","13","55","79","0","13","333","201",
"1500000US360050065002","Block Group 2; Census Tract 65; Bronx County; New York","3770","1091","1498","1055","846","617","123","119","213","204","157","223","140","220","793","485",
"1500000US360050065003","Block Group 3; Census Tract 65; Bronx County; New York","459","507","100","150","14","30","24","42","310","510","11","25","0","13","0","13",
"1500000US360050065004","Block Group 4; Census Tract 65; Bronx County; New York","417","295","172","112","29","65","0","13","0","13","0","13","0","13","216","263",
"1500000US360050067001","Block Group 1; Census Tract 67; Bronx County; New York","197","191","175","192","0","13","0","13","0","13","22","44","0","13","0","13",
"1500000US360050067002","Block Group 2; Census Tract 67; Bronx County; New York","1759","1480","846","1224","0","13","0","13","283","438","185","268","0","13","445","417",
"1500000US360050067003","Block Group 3; Census Tract 67; Bronx County; New York","471","299","0","13","363","352","0","13","0","13","0","13","0","13","108","145",
"1500000US360050067004","Block Group 4; Census Tract 67; Bronx County; New York","1525","678","102","154","363","341","153","171","0","13","96","165","353","517","458","464",
"1500000US360050067005","Block Group 5; Census Tract 67; Bronx County; New York","646","558","142","192","145","150","0","13","0","13","0","13","0","13","359","461",
"1500000US360050067006","Block Group 6; Census Tract 67; Bronx County; New York","1234","1122","143","170","843","1119","0","13","120","187","0","13","0","13","128","145",
"1500000US360050068001","Block Group 1; Census Tract 68; Bronx County; New York","1399","485","309","341","24","39","109","99","303","196","194","195","172","156","288","256",
"1500000US360050068002","Block Group 2; Census Tract 68; Bronx County; New York","466","312","148","137","81","128","0","13","0","13","75","122","0","13","162","213",
"1500000US360050068003","Block Group 3; Census Tract 68; Bronx County; New York","756","339","126","99","52","85","314","292","56","92","0","13","56","81","152","109",
"1500000US360050069001","Block Group 1; Census Tract 69; Bronx County; New York","2332","955","289","298","428","217","0","13","13","36","370","544","167","269","1065","634",
"1500000US360050069002","Block Group 2; Census Tract 69; Bronx County; New York","1406","812","635","604","58","90","138","218","0","13","0","13","49","93","526","409",
"1500000US360050069003","Block Group 3; Census Tract 69; Bronx County; New York","1188","741","29","42","579","354","0","13","245","273","162","278","0","13","173","251",
"1500000US360050069004","Block Group 4; Census Tract 69; Bronx County; New York","1598","830","26","40","64","101","530","767","404","568","0","13","0","13","574","603",
"1500000US360050070001","Block Group 1; Census Tract 70; Bronx County; New York","2525","514","957","343","69","65","65","60","65","69","66","61","179","203","1124","401",
